Disease,County,Year,Sex,Cases,Population
Gonorrhea,Modoc,2017,Total,2,9488
Gonorrhea,Modoc,2018,Female,NA,4780
Gonorrhea,Modoc,2018,Male,NA,4725
Gonorrhea,Modoc,2018,Total,11,9505
Gonorrhea,Mono,2015,Female,NA,6533
Gonorrhea,Mono,2015,Male,NA,7355
Gonorrhea,Mono,2015,Total,2,13888
Gonorrhea,Mono,2016,Female,NA,6500
Gonorrhea,Mono,2016,Male,NA,7305
Gonorrhea,Mono,2016,Total,2,13805
Gonorrhea,Mono,2017,Female,NA,6518
Gonorrhea,Mono,2017,Male,NA,7328
Gonorrhea,Mono,2017,Total,6,13846
Gonorrhea,Mono,2018,Female,NA,6547
Gonorrhea,Mono,2018,Male,NA,7340
Gonorrhea,Mono,2018,Total,2,13887
Gonorrhea,Monterey,2015,Female,109,211863
Gonorrhea,Monterey,2015,Male,195,223480
Gonorrhea,Monterey,2015,Total,305,435343
Gonorrhea,Monterey,2016,Female,130,213886
Gonorrhea,Monterey,2016,Male,214,225853
Gonorrhea,Monterey,2016,Total,345,439739
Gonorrhea,Monterey,2017,Female,167,215038
Gonorrhea,Monterey,2017,Male,250,227158
Gonorrhea,Monterey,2017,Total,419,442196
Gonorrhea,Monterey,2018,Female,160,215824
Gonorrhea,Monterey,2018,Male,267,227995
Gonorrhea,Monterey,2018,Total,429,443819
Gonorrhea,Napa,2015,Female,27,70808
Gonorrhea,Napa,2015,Male,49,70435
Gonorrhea,Napa,2015,Total,76,141243
Gonorrhea,Napa,2016,Female,31,70894
Gonorrhea,Napa,2016,Male,53,70630
Gonorrhea,Napa,2016,Total,84,141524
Gonorrhea,Napa,2017,Female,42,70673
Gonorrhea,Napa,2017,Male,82,70532
Gonorrhea,Napa,2017,Total,124,141205
Gonorrhea,Napa,2018,Female,56,70328
Gonorrhea,Napa,2018,Male,74,70163
Gonorrhea,Napa,2018,Total,130,140491
Gonorrhea,Nevada,2015,Female,18,49621
Gonorrhea,Nevada,2015,Male,26,48590
Gonorrhea,Nevada,2015,Total,44,98211
Gonorrhea,Nevada,2016,Female,28,49662
Gonorrhea,Nevada,2016,Male,38,48686
Gonorrhea,Nevada,2016,Total,66,98348
Gonorrhea,Nevada,2017,Female,23,49777
Gonorrhea,Nevada,2017,Male,38,48777
Gonorrhea,Nevada,2017,Total,61,98554
Gonorrhea,Nevada,2018,Female,30,49835
Gonorrhea,Nevada,2018,Male,26,48884
Gonorrhea,Nevada,2018,Total,56,98719
Gonorrhea,Orange,2015,Female,790,1595120
Gonorrhea,Orange,2015,Male,1525,1569110
Gonorrhea,Orange,2015,Total,2320,3164230
Gonorrhea,Orange,2016,Female,940,1603499
Gonorrhea,Orange,2016,Male,2120,1578155
Gonorrhea,Orange,2016,Total,3065,3181654
Gonorrhea,Orange,2017,Female,1165,1614708
Gonorrhea,Orange,2017,Male,2387,1591147
Gonorrhea,Orange,2017,Total,3572,3205855
Gonorrhea,Orange,2018,Female,1309,1619377
Gonorrhea,Orange,2018,Male,2645,1597440
Gonorrhea,Orange,2018,Total,3967,3216817
Gonorrhea,Placer,2015,Female,73,189327
Gonorrhea,Placer,2015,Male,105,182221
Gonorrhea,Placer,2015,Total,178,371548
Gonorrhea,Placer,2016,Female,98,191794
Gonorrhea,Placer,2016,Male,143,184795
Gonorrhea,Placer,2016,Total,243,376589
Gonorrhea,Placer,2017,Female,138,194890
Gonorrhea,Placer,2017,Male,170,188087
Gonorrhea,Placer,2017,Total,311,382977
Gonorrhea,Placer,2018,Female,109,197781
Gonorrhea,Placer,2018,Male,124,191266
Gonorrhea,Placer,2018,Total,235,389047
Gonorrhea,Plumas,2015,Female,NA,9831
Gonorrhea,Plumas,2015,Male,NA,9801
Gonorrhea,Plumas,2015,Total,5,19632
Gonorrhea,Plumas,2016,Female,NA,9815
Gonorrhea,Plumas,2016,Male,NA,9775
Gonorrhea,Plumas,2016,Total,10,19590
Gonorrhea,Plumas,2017,Female,NA,9785
Gonorrhea,Plumas,2017,Male,NA,9765
Gonorrhea,Plumas,2017,Total,8,19550
Gonorrhea,Plumas,2018,Female,NA,9771
Gonorrhea,Plumas,2018,Male,NA,9746
Gonorrhea,Plumas,2018,Total,8,19517
Gonorrhea,Riverside,2015,Female,852,1173164
Gonorrhea,Riverside,2015,Male,1310,1160995
Gonorrhea,Riverside,2015,Total,2165,2334159
Gonorrhea,Riverside,2016,Female,930,1187187
Gonorrhea,Riverside,2016,Male,1640,1175084
Gonorrhea,Riverside,2016,Total,2575,2362271
Gonorrhea,Riverside,2017,Female,1251,1202109
Gonorrhea,Riverside,2017,Male,2090,1190402
Gonorrhea,Riverside,2017,Total,3351,2392511
Gonorrhea,Riverside,2018,Female,1482,1215557
Gonorrhea,Riverside,2018,Male,2594,1204340
Gonorrhea,Riverside,2018,Total,4082,2419897
Gonorrhea,Sacramento,2015,Female,1347,758822
Gonorrhea,Sacramento,2015,Male,1513,731203
Gonorrhea,Sacramento,2015,Total,2868,1490025
Gonorrhea,Sacramento,2016,Female,1242,766124
Gonorrhea,Sacramento,2016,Male,1608,739070
Gonorrhea,Sacramento,2016,Total,2853,1505194
Gonorrhea,Sacramento,2017,Female,1302,773158
Gonorrhea,Sacramento,2017,Male,2020,747527
Gonorrhea,Sacramento,2017,Total,3329,1520685
Gonorrhea,Sacramento,2018,Female,1668,779809
Gonorrhea,Sacramento,2018,Male,2151,755084
Gonorrhea,Sacramento,2018,Total,3838,1534893
Gonorrhea,San Benito,2015,Female,28,29382
Gonorrhea,San Benito,2015,Male,44,29291
Gonorrhea,San Benito,2015,Total,72,58673
Gonorrhea,San Benito,2016,Female,19,29824
Gonorrhea,San Benito,2016,Male,22,29726
Gonorrhea,San Benito,2016,Total,41,59550
Gonorrhea,San Benito,2017,Female,30,30223
Gonorrhea,San Benito,2017,Male,32,30068
Gonorrhea,San Benito,2017,Total,62,60291
Gonorrhea,San Benito,2018,Female,22,30694
Gonorrhea,San Benito,2018,Male,29,30566
Gonorrhea,San Benito,2018,Total,51,61260
Gonorrhea,San Bernardino,2015,Female,1367,1071599
Gonorrhea,San Bernardino,2015,Male,1392,1058476
Gonorrhea,San Bernardino,2015,Total,2760,2130075
Gonorrhea,San Bernardino,2016,Female,1587,1079142
Gonorrhea,San Bernardino,2016,Male,1797,1065725
Gonorrhea,San Bernardino,2016,Total,3386,2144867
Gonorrhea,San Bernardino,2017,Female,1847,1088247
Gonorrhea,San Bernardino,2017,Male,2117,1075314
Gonorrhea,San Bernardino,2017,Total,3975,2163561
Gonorrhea,San Bernardino,2018,Female,1780,1095268
Gonorrhea,San Bernardino,2018,Male,2116,1083224
Gonorrhea,San Bernardino,2018,Total,3904,2178492
Gonorrhea,San Diego,2015,Female,1006,1629486
Gonorrhea,San Diego,2015,Male,2673,1646411
Gonorrhea,San Diego,2015,Total,3685,3275897
Gonorrhea,San Diego,2016,Female,1472,1640100
Gonorrhea,San Diego,2016,Male,3506,1657102
Gonorrhea,San Diego,2016,Total,4987,3297202
Gonorrhea,San Diego,2017,Female,1576,1650959
Gonorrhea,San Diego,2017,Male,4350,1669428
Gonorrhea,San Diego,2017,Total,5940,3320387
Gonorrhea,San Diego,2018,Female,2089,1662322
Gonorrhea,San Diego,2018,Male,4104,1682108
Gonorrhea,San Diego,2018,Total,6208,3344430
Gonorrhea,San Francisco,2015,Female,405,426743
Gonorrhea,San Francisco,2015,Male,4058,438199
Gonorrhea,San Francisco,2015,Total,4485,864942
Gonorrhea,San Francisco,2016,Female,511,430874
Gonorrhea,San Francisco,2016,Male,4732,442002
Gonorrhea,San Francisco,2016,Total,5280,872876
Gonorrhea,San Francisco,2017,Female,627,434960
Gonorrhea,San Francisco,2017,Male,5122,445995
Gonorrhea,San Francisco,2017,Total,5779,880955
Gonorrhea,San Francisco,2018,Female,586,438348
Gonorrhea,San Francisco,2018,Male,5268,449192
Gonorrhea,San Francisco,2018,Total,5894,887540
Gonorrhea,San Joaquin,2015,Female,583,365111
Gonorrhea,San Joaquin,2015,Male,662,363361
Gonorrhea,San Joaquin,2015,Total,1249,728472
Gonorrhea,San Joaquin,2016,Female,535,369995
Gonorrhea,San Joaquin,2016,Male,602,368766
Gonorrhea,San Joaquin,2016,Total,1139,738761
Gonorrhea,San Joaquin,2017,Female,614,375315
Gonorrhea,San Joaquin,2017,Male,752,374495
Gonorrhea,San Joaquin,2017,Total,1366,749810
Gonorrhea,San Joaquin,2018,Female,665,379888
Gonorrhea,San Joaquin,2018,Male,741,379298
Gonorrhea,San Joaquin,2018,Total,1409,759186
Gonorrhea,San Luis Obispo,2015,Female,65,135507
Gonorrhea,San Luis Obispo,2015,Male,103,141352
Gonorrhea,San Luis Obispo,2015,Total,168,276859
Gonorrhea,San Luis Obispo,2016,Female,105,136054
Gonorrhea,San Luis Obispo,2016,Male,126,142310
Gonorrhea,San Luis Obispo,2016,Total,231,278364
Gonorrhea,San Luis Obispo,2017,Female,70,136199
Gonorrhea,San Luis Obispo,2017,Male,112,142481
Gonorrhea,San Luis Obispo,2017,Total,182,278680
Gonorrhea,San Luis Obispo,2018,Female,74,136515
Gonorrhea,San Luis Obispo,2018,Male,114,142855
Gonorrhea,San Luis Obispo,2018,Total,188,279370
Gonorrhea,San Mateo,2015,Female,128,387979
Gonorrhea,San Mateo,2015,Male,411,376871
Gonorrhea,San Mateo,2015,Total,539,764850
Gonorrhea,San Mateo,2016,Female,137,389713
Gonorrhea,San Mateo,2016,Male,479,378860
Gonorrhea,San Mateo,2016,Total,617,768573
Gonorrhea,San Mateo,2017,Female,195,391068
Gonorrhea,San Mateo,2017,Male,621,380834
Gonorrhea,San Mateo,2017,Total,816,771902
Gonorrhea,San Mateo,2018,Female,146,391861
Gonorrhea,San Mateo,2018,Male,583,382298
Gonorrhea,San Mateo,2018,Total,729,774159
Gonorrhea,Santa Barbara,2015,Female,130,220439
Gonorrhea,Santa Barbara,2015,Male,206,224094
Gonorrhea,Santa Barbara,2015,Total,336,444533
Gonorrhea,Santa Barbara,2016,Female,153,221905
Gonorrhea,Santa Barbara,2016,Male,170,225481
Gonorrhea,Santa Barbara,2016,Total,323,447386
Gonorrhea,Santa Barbara,2017,Female,156,223181
Gonorrhea,Santa Barbara,2017,Male,221,226957
Gonorrhea,Santa Barbara,2017,Total,378,450138
Gonorrhea,Santa Barbara,2018,Female,196,224571
Gonorrhea,Santa Barbara,2018,Male,305,228717
Gonorrhea,Santa Barbara,2018,Total,501,453288
Gonorrhea,Santa Clara,2015,Female,612,952364
Gonorrhea,Santa Clara,2015,Male,1168,967481
Gonorrhea,Santa Clara,2015,Total,1783,1919845
Gonorrhea,Santa Clara,2016,Female,600,958727
Gonorrhea,Santa Clara,2016,Male,1347,975048
Gonorrhea,Santa Clara,2016,Total,1948,1933775
Gonorrhea,Santa Clara,2017,Female,735,963966
Gonorrhea,Santa Clara,2017,Male,1724,981945
Gonorrhea,Santa Clara,2017,Total,2459,1945911
Gonorrhea,Santa Clara,2018,Female,629,968453
Gonorrhea,Santa Clara,2018,Male,1553,988126
Gonorrhea,Santa Clara,2018,Total,2184,1956579
Gonorrhea,Santa Cruz,2015,Female,71,137250
Gonorrhea,Santa Cruz,2015,Male,110,137441
Gonorrhea,Santa Cruz,2015,Total,181,274691
Gonorrhea,Santa Cruz,2016,Female,98,137848
Gonorrhea,Santa Cruz,2016,Male,152,137942
Gonorrhea,Santa Cruz,2016,Total,250,275790
Gonorrhea,Santa Cruz,2017,Female,131,137831
Gonorrhea,Santa Cruz,2017,Male,190,138028
Gonorrhea,Santa Cruz,2017,Total,321,275859
Gonorrhea,Santa Cruz,2018,Female,116,137444
Gonorrhea,Santa Cruz,2018,Male,185,137777
Gonorrhea,Santa Cruz,2018,Total,301,275221
Gonorrhea,Shasta,2015,Female,196,90912
Gonorrhea,Shasta,2015,Male,170,87672
Gonorrhea,Shasta,2015,Total,366,178584
Gonorrhea,Shasta,2016,Female,138,90473
Gonorrhea,Shasta,2016,Male,146,87269
Gonorrhea,Shasta,2016,Total,284,177742
Gonorrhea,Shasta,2017,Female,96,90662
Gonorrhea,Shasta,2017,Male,104,87578
Gonorrhea,Shasta,2017,Total,200,178240
Gonorrhea,Shasta,2018,Female,161,90580
Gonorrhea,Shasta,2018,Male,143,87682
Gonorrhea,Shasta,2018,Total,304,178262
Gonorrhea,Sierra,2015,Female,NA,1557
Gonorrhea,Sierra,2015,Male,NA,1595
Gonorrhea,Sierra,2015,Total,3,3152
Gonorrhea,Sierra,2016,Female,NA,1561
Gonorrhea,Sierra,2016,Male,NA,1586
Gonorrhea,Sierra,2016,Total,2,3147
Gonorrhea,Sierra,2017,Female,0,1564
Gonorrhea,Sierra,2017,Male,0,1585
Gonorrhea,Sierra,2017,Total,0,3149
Gonorrhea,Sierra,2018,Female,NA,1566
Gonorrhea,Sierra,2018,Male,NA,1587
Gonorrhea,Sierra,2018,Total,1,3153
Gonorrhea,Siskiyou,2015,Female,NA,22358
Gonorrhea,Siskiyou,2015,Male,NA,22182
Gonorrhea,Siskiyou,2015,Total,8,44540
Gonorrhea,Siskiyou,2016,Female,15,22303
Gonorrhea,Siskiyou,2016,Male,16,22115
Gonorrhea,Siskiyou,2016,Total,31,44418
Gonorrhea,Siskiyou,2017,Female,15,22200
Gonorrhea,Siskiyou,2017,Male,12,22040
Gonorrhea,Siskiyou,2017,Total,27,44240
Gonorrhea,Siskiyou,2018,Female,11,22128
Gonorrhea,Siskiyou,2018,Male,12,21954
Gonorrhea,Siskiyou,2018,Total,23,44082
Gonorrhea,Solano,2015,Female,319,215801
Gonorrhea,Solano,2015,Male,364,213676
Gonorrhea,Solano,2015,Total,684,429477
Gonorrhea,Solano,2016,Female,319,217744
Gonorrhea,Solano,2016,Male,381,215917
Gonorrhea,Solano,2016,Total,700,433661
Gonorrhea,Solano,2017,Female,338,219554
Gonorrhea,Solano,2017,Male,454,217880
Gonorrhea,Solano,2017,Total,794,437434
Gonorrhea,Solano,2018,Female,463,220526
Gonorrhea,Solano,2018,Male,545,218946
Gonorrhea,Solano,2018,Total,1009,439472
Gonorrhea,Sonoma,2015,Female,148,254646
Gonorrhea,Sonoma,2015,Male,294,246685
Gonorrhea,Sonoma,2015,Total,443,501331
Gonorrhea,Sonoma,2016,Female,180,255677
Gonorrhea,Sonoma,2016,Male,370,247775
Gonorrhea,Sonoma,2016,Total,551,503452
Gonorrhea,Sonoma,2017,Female,185,255734
Gonorrhea,Sonoma,2017,Male,388,247900
Gonorrhea,Sonoma,2017,Total,574,503634
Gonorrhea,Sonoma,2018,Female,189,254444
Gonorrhea,Sonoma,2018,Male,361,246983
Gonorrhea,Sonoma,2018,Total,553,501427
Gonorrhea,Stanislaus,2015,Female,309,271370
Gonorrhea,Stanislaus,2015,Male,441,266504
Gonorrhea,Stanislaus,2015,Total,750,537874
Gonorrhea,Stanislaus,2016,Female,345,274108
Gonorrhea,Stanislaus,2016,Male,415,269453
Gonorrhea,Stanislaus,2016,Total,760,543561
Gonorrhea,Stanislaus,2017,Female,334,277550
Gonorrhea,Stanislaus,2017,Male,434,272955
Gonorrhea,Stanislaus,2017,Total,770,550505
Gonorrhea,Stanislaus,2018,Female,369,279560
Gonorrhea,Stanislaus,2018,Male,457,275143
Gonorrhea,Stanislaus,2018,Total,828,554703
Gonorrhea,Sutter,2015,Female,54,48877
Gonorrhea,Sutter,2015,Male,42,48464
Gonorrhea,Sutter,2015,Total,96,97341
Gonorrhea,Sutter,2016,Female,42,49163
Gonorrhea,Sutter,2016,Male,38,48773
Gonorrhea,Sutter,2016,Total,80,97936
Gonorrhea,Sutter,2017,Female,53,49328
Gonorrhea,Sutter,2017,Male,85,49014
Gonorrhea,Sutter,2017,Total,139,98342
Gonorrhea,Sutter,2018,Female,72,49496
Gonorrhea,Sutter,2018,Male,62,49239
Gonorrhea,Sutter,2018,Total,135,98735
Gonorrhea,Tehama,2015,Female,39,32273
Gonorrhea,Tehama,2015,Male,34,31840
Gonorrhea,Tehama,2015,Total,73,64113
Gonorrhea,Tehama,2016,Female,43,32407
Gonorrhea,Tehama,2016,Male,41,31929
Gonorrhea,Tehama,2016,Total,84,64336
Gonorrhea,Tehama,2017,Female,52,32464
Gonorrhea,Tehama,2017,Male,42,31943
Gonorrhea,Tehama,2017,Total,95,64407
Gonorrhea,Tehama,2018,Female,41,32540
Gonorrhea,Tehama,2018,Male,38,31992
Gonorrhea,Tehama,2018,Total,79,64532
Gonorrhea,Trinity,2015,Female,NA,6613
Gonorrhea,Trinity,2015,Male,NA,6943
Gonorrhea,Trinity,2015,Total,12,13556
Gonorrhea,Trinity,2016,Female,NA,6590
Gonorrhea,Trinity,2016,Male,NA,6899
Gonorrhea,Trinity,2016,Total,10,13489
Gonorrhea,Trinity,2017,Female,NA,6590
Gonorrhea,Trinity,2017,Male,NA,6863
Gonorrhea,Trinity,2017,Total,7,13453
Gonorrhea,Trinity,2018,Female,NA,6573
Gonorrhea,Trinity,2018,Male,NA,6834
Gonorrhea,Trinity,2018,Total,12,13407
Gonorrhea,Tulare,2015,Female,324,231929
Gonorrhea,Tulare,2015,Male,343,232638
Gonorrhea,Tulare,2015,Total,668,464567
Gonorrhea,Tulare,2016,Female,338,233743
Gonorrhea,Tulare,2016,Male,356,234489
Gonorrhea,Tulare,2016,Total,695,468232
Gonorrhea,Tulare,2017,Female,306,235666
Gonorrhea,Tulare,2017,Male,339,236750
Gonorrhea,Tulare,2017,Total,647,472416
Gonorrhea,Tulare,2018,Female,360,237773
Gonorrhea,Tulare,2018,Male,416,239136
Gonorrhea,Tulare,2018,Total,776,476909
Gonorrhea,Tuolumne,2015,Female,10,25722
Gonorrhea,Tuolumne,2015,Male,24,27809
Gonorrhea,Tuolumne,2015,Total,34,53531
Gonorrhea,Tuolumne,2016,Female,18,25624
Gonorrhea,Tuolumne,2016,Male,16,27667
Gonorrhea,Tuolumne,2016,Total,34,53291
Gonorrhea,Tuolumne,2017,Female,22,25398
Gonorrhea,Tuolumne,2017,Male,25,27464
Gonorrhea,Tuolumne,2017,Total,47,52862
Gonorrhea,Tuolumne,2018,Female,13,25402
Gonorrhea,Tuolumne,2018,Male,12,27388
Gonorrhea,Tuolumne,2018,Total,25,52790
Gonorrhea,Ventura,2015,Female,255,428479
Gonorrhea,Ventura,2015,Male,365,424299
Gonorrhea,Ventura,2015,Total,621,852778
Gonorrhea,Ventura,2016,Female,270,428874
Gonorrhea,Ventura,2016,Male,342,425027
Gonorrhea,Ventura,2016,Total,614,853901
Gonorrhea,Ventura,2017,Female,291,429274
Gonorrhea,Ventura,2017,Male,422,425713
Gonorrhea,Ventura,2017,Total,715,854987
Gonorrhea,Ventura,2018,Female,280,429344
Gonorrhea,Ventura,2018,Male,410,426145
Gonorrhea,Ventura,2018,Total,692,855489
Gonorrhea,Yolo,2015,Female,80,109141
Gonorrhea,Yolo,2015,Male,109,103875
Gonorrhea,Yolo,2015,Total,189,213016
Gonorrhea,Yolo,2016,Female,81,111192
Gonorrhea,Yolo,2016,Male,132,105642
Gonorrhea,Yolo,2016,Total,213,216834
Gonorrhea,Yolo,2017,Female,117,112773
Gonorrhea,Yolo,2017,Male,183,106985
Gonorrhea,Yolo,2017,Total,300,219758
Gonorrhea,Yolo,2018,Female,88,113555
Gonorrhea,Yolo,2018,Male,181,108002
Gonorrhea,Yolo,2018,Total,269,221557
Gonorrhea,Yuba,2015,Female,41,36971
Gonorrhea,Yuba,2015,Male,40,37558
Gonorrhea,Yuba,2015,Total,81,74529
Gonorrhea,Yuba,2016,Female,28,37431
Gonorrhea,Yuba,2016,Male,36,37998
Gonorrhea,Yuba,2016,Total,64,75429
Gonorrhea,Yuba,2017,Female,80,38063
Gonorrhea,Yuba,2017,Male,91,38704
Gonorrhea,Yuba,2017,Total,175,76767
Gonorrhea,Yuba,2018,Female,82,38451
Gonorrhea,Yuba,2018,Male,89,39043
Gonorrhea,Yuba,2018,Total,172,77494
