Disease,County,Year,Sex,Cases,Population
Chlamydia,Solano,2017,Female,1755,219554
Chlamydia,Solano,2017,Male,854,217880
Chlamydia,Solano,2017,Total,2611,437434
Chlamydia,Solano,2018,Female,2034,220526
Chlamydia,Solano,2018,Male,1102,218946
Chlamydia,Solano,2018,Total,3139,439472
Chlamydia,Sonoma,2015,Female,1270,254646
Chlamydia,Sonoma,2015,Male,620,246685
Chlamydia,Sonoma,2015,Total,1892,501331
Chlamydia,Sonoma,2016,Female,1225,255677
Chlamydia,Sonoma,2016,Male,662,247775
Chlamydia,Sonoma,2016,Total,1890,503452
Chlamydia,Sonoma,2017,Female,1310,255734
Chlamydia,Sonoma,2017,Male,726,247900
Chlamydia,Sonoma,2017,Total,2040,503634
Chlamydia,Sonoma,2018,Female,1467,254444
Chlamydia,Sonoma,2018,Male,805,246983
Chlamydia,Sonoma,2018,Total,2277,501427
Chlamydia,Stanislaus,2015,Female,1850,271370
Chlamydia,Stanislaus,2015,Male,647,266504
Chlamydia,Stanislaus,2015,Total,2499,537874
Chlamydia,Stanislaus,2016,Female,1697,274108
Chlamydia,Stanislaus,2016,Male,687,269453
Chlamydia,Stanislaus,2016,Total,2387,543561
Chlamydia,Stanislaus,2017,Female,1764,277550
Chlamydia,Stanislaus,2017,Male,765,272955
Chlamydia,Stanislaus,2017,Total,2535,550505
Chlamydia,Stanislaus,2018,Female,2044,279560
Chlamydia,Stanislaus,2018,Male,865,275143
Chlamydia,Stanislaus,2018,Total,2917,554703
Chlamydia,Sutter,2015,Female,229,48877
Chlamydia,Sutter,2015,Male,83,48464
Chlamydia,Sutter,2015,Total,312,97341
Chlamydia,Sutter,2016,Female,231,49163
Chlamydia,Sutter,2016,Male,98,48773
Chlamydia,Sutter,2016,Total,329,97936
Chlamydia,Sutter,2017,Female,250,49328
Chlamydia,Sutter,2017,Male,107,49014
Chlamydia,Sutter,2017,Total,358,98342
Chlamydia,Sutter,2018,Female,240,49496
Chlamydia,Sutter,2018,Male,108,49239
Chlamydia,Sutter,2018,Total,352,98735
Chlamydia,Tehama,2015,Female,143,32273
Chlamydia,Tehama,2015,Male,55,31840
Chlamydia,Tehama,2015,Total,198,64113
Chlamydia,Tehama,2016,Female,190,32407
Chlamydia,Tehama,2016,Male,57,31929
Chlamydia,Tehama,2016,Total,247,64336
Chlamydia,Tehama,2017,Female,155,32464
Chlamydia,Tehama,2017,Male,65,31943
Chlamydia,Tehama,2017,Total,225,64407
Chlamydia,Tehama,2018,Female,131,32540
Chlamydia,Tehama,2018,Male,54,31992
Chlamydia,Tehama,2018,Total,191,64532
Chlamydia,Trinity,2015,Female,NA,6613
Chlamydia,Trinity,2015,Male,NA,6943
Chlamydia,Trinity,2015,Total,26,13556
Chlamydia,Trinity,2016,Female,NA,6590
Chlamydia,Trinity,2016,Male,NA,6899
Chlamydia,Trinity,2016,Total,28,13489
Chlamydia,Trinity,2017,Female,NA,6590
Chlamydia,Trinity,2017,Male,NA,6863
Chlamydia,Trinity,2017,Total,14,13453
Chlamydia,Trinity,2018,Female,NA,6573
Chlamydia,Trinity,2018,Male,NA,6834
Chlamydia,Trinity,2018,Total,21,13407
Chlamydia,Tulare,2015,Female,1626,231929
Chlamydia,Tulare,2015,Male,535,232638
Chlamydia,Tulare,2015,Total,2162,464567
Chlamydia,Tulare,2016,Female,1866,233743
Chlamydia,Tulare,2016,Male,757,234489
Chlamydia,Tulare,2016,Total,2630,468232
Chlamydia,Tulare,2017,Female,1805,235666
Chlamydia,Tulare,2017,Male,747,236750
Chlamydia,Tulare,2017,Total,2560,472416
Chlamydia,Tulare,2018,Female,1896,237773
Chlamydia,Tulare,2018,Male,712,239136
Chlamydia,Tulare,2018,Total,2610,476909
Chlamydia,Tuolumne,2015,Female,67,25722
Chlamydia,Tuolumne,2015,Male,36,27809
Chlamydia,Tuolumne,2015,Total,103,53531
Chlamydia,Tuolumne,2016,Female,88,25624
Chlamydia,Tuolumne,2016,Male,50,27667
Chlamydia,Tuolumne,2016,Total,139,53291
Chlamydia,Tuolumne,2017,Female,90,25398
Chlamydia,Tuolumne,2017,Male,54,27464
Chlamydia,Tuolumne,2017,Total,144,52862
Chlamydia,Tuolumne,2018,Female,106,25402
Chlamydia,Tuolumne,2018,Male,47,27388
Chlamydia,Tuolumne,2018,Total,154,52790
Chlamydia,Ventura,2015,Female,1876,428479
Chlamydia,Ventura,2015,Male,830,424299
Chlamydia,Ventura,2015,Total,2710,852778
Chlamydia,Ventura,2016,Female,1778,428874
Chlamydia,Ventura,2016,Male,813,425027
Chlamydia,Ventura,2016,Total,2598,853901
Chlamydia,Ventura,2017,Female,1954,429274
Chlamydia,Ventura,2017,Male,881,425713
Chlamydia,Ventura,2017,Total,2848,854987
Chlamydia,Ventura,2018,Female,2117,429344
Chlamydia,Ventura,2018,Male,887,426145
Chlamydia,Ventura,2018,Total,3018,855489
Chlamydia,Yolo,2015,Female,585,109141
Chlamydia,Yolo,2015,Male,232,103875
Chlamydia,Yolo,2015,Total,817,213016
Chlamydia,Yolo,2016,Female,632,111192
Chlamydia,Yolo,2016,Male,327,105642
Chlamydia,Yolo,2016,Total,959,216834
Chlamydia,Yolo,2017,Female,708,112773
Chlamydia,Yolo,2017,Male,368,106985
Chlamydia,Yolo,2017,Total,1076,219758
Chlamydia,Yolo,2018,Female,719,113555
Chlamydia,Yolo,2018,Male,357,108002
Chlamydia,Yolo,2018,Total,1076,221557
Chlamydia,Yuba,2015,Female,187,36971
Chlamydia,Yuba,2015,Male,85,37558
Chlamydia,Yuba,2015,Total,272,74529
Chlamydia,Yuba,2016,Female,173,37431
Chlamydia,Yuba,2016,Male,83,37998
Chlamydia,Yuba,2016,Total,256,75429
Chlamydia,Yuba,2017,Female,205,38063
Chlamydia,Yuba,2017,Male,97,38704
Chlamydia,Yuba,2017,Total,306,76767
Chlamydia,Yuba,2018,Female,212,38451
Chlamydia,Yuba,2018,Male,140,39043
Chlamydia,Yuba,2018,Total,354,77494
Early Syphilis,California,2015,Female,882,19634752
Early Syphilis,California,2015,Male,8522,19441376
Early Syphilis,California,2015,Total,9412,39076128
Early Syphilis,California,2016,Female,1330,19758238
Early Syphilis,California,2016,Male,9906,19570099
Early Syphilis,California,2016,Total,11244,39328337
Early Syphilis,California,2017,Female,1726,19891334
Early Syphilis,California,2017,Male,11993,19719222
Early Syphilis,California,2017,Total,13728,39610556
Early Syphilis,California,2018,Female,2301,19989903
Early Syphilis,California,2018,Male,13057,19835278
Early Syphilis,California,2018,Total,15368,39825181
Early Syphilis,Alameda,2015,Female,21,825325
Early Syphilis,Alameda,2015,Male,256,796390
Early Syphilis,Alameda,2015,Total,277,1621715
Early Syphilis,Alameda,2016,Female,26,833118
Early Syphilis,Alameda,2016,Male,313,804648
Early Syphilis,Alameda,2016,Total,341,1637766
Early Syphilis,Alameda,2017,Female,48,839632
Early Syphilis,Alameda,2017,Male,388,811687
Early Syphilis,Alameda,2017,Total,436,1651319
Early Syphilis,Alameda,2018,Female,33,845084
Early Syphilis,Alameda,2018,Male,404,817691
Early Syphilis,Alameda,2018,Total,438,1662775
Early Syphilis,Alpine,2015,Female,0,561
Early Syphilis,Alpine,2015,Male,0,593
Early Syphilis,Alpine,2015,Total,0,1154
Early Syphilis,Alpine,2016,Female,0,558
Early Syphilis,Alpine,2016,Male,0,593
Early Syphilis,Alpine,2016,Total,0,1151
Early Syphilis,Alpine,2017,Female,0,558
Early Syphilis,Alpine,2017,Male,0,588
Early Syphilis,Alpine,2017,Total,0,1146
Early Syphilis,Alpine,2018,Female,0,557
Early Syphilis,Alpine,2018,Male,0,584
Early Syphilis,Alpine,2018,Total,0,1141
Early Syphilis,Amador,2015,Female,NA,17062
Early Syphilis,Amador,2015,Male,NA,19333
Early Syphilis,Amador,2015,Total,3,36395
Early Syphilis,Amador,2016,Female,NA,17063
Early Syphilis,Amador,2016,Male,NA,19799
Early Syphilis,Amador,2016,Total,4,36862
Early Syphilis,Amador,2017,Female,NA,17312
Early Syphilis,Amador,2017,Male,NA,20093
Early Syphilis,Amador,2017,Total,4,37405
Early Syphilis,Amador,2018,Female,NA,17610
Early Syphilis,Amador,2018,Male,NA,20453
Early Syphilis,Amador,2018,Total,4,38063
Early Syphilis,Butte,2015,Female,2,112942
Early Syphilis,Butte,2015,Male,12,111591
Early Syphilis,Butte,2015,Total,14,224533
Early Syphilis,Butte,2016,Female,11,113218
Early Syphilis,Butte,2016,Male,22,111876
Early Syphilis,Butte,2016,Total,33,225094
Early Syphilis,Butte,2017,Female,20,113865
Early Syphilis,Butte,2017,Male,56,112796
Early Syphilis,Butte,2017,Total,76,226661
Early Syphilis,Butte,2018,Female,37,114368
Early Syphilis,Butte,2018,Male,63,113469
Early Syphilis,Butte,2018,Total,100,227837
Early Syphilis,Calaveras,2015,Female,NA,22492
Early Syphilis,Calaveras,2015,Male,NA,22415
Early Syphilis,Calaveras,2015,Total,5,44907
Early Syphilis,Calaveras,2016,Female,0,22436
Early Syphilis,Calaveras,2016,Male,0,22327
Early Syphilis,Calaveras,2016,Total,0,44763
Early Syphilis,Calaveras,2017,Female,NA,22403
Early Syphilis,Calaveras,2017,Male,NA,22253
Early Syphilis,Calaveras,2017,Total,4,44656
Early Syphilis,Calaveras,2018,Female,NA,22378
Early Syphilis,Calaveras,2018,Male,NA,22259
Early Syphilis,Calaveras,2018,Total,3,44637
Early Syphilis,Colusa,2015,Female,NA,10864
Early Syphilis,Colusa,2015,Male,NA,11435
Early Syphilis,Colusa,2015,Total,2,22299
Early Syphilis,Colusa,2016,Female,0,10965
Early Syphilis,Colusa,2016,Male,0,11511
Early Syphilis,Colusa,2016,Total,0,22476
Early Syphilis,Colusa,2017,Female,NA,11034
Early Syphilis,Colusa,2017,Male,NA,11598
Early Syphilis,Colusa,2017,Total,4,22632
Early Syphilis,Colusa,2018,Female,NA,11079
Early Syphilis,Colusa,2018,Male,NA,11665
Early Syphilis,Colusa,2018,Total,4,22744
Early Syphilis,Contra Costa,2015,Female,14,571696
Early Syphilis,Contra Costa,2015,Male,124,546580
Early Syphilis,Contra Costa,2015,Total,138,1118276
Early Syphilis,Contra Costa,2016,Female,18,577692
Early Syphilis,Contra Costa,2016,Male,132,552382
Early Syphilis,Contra Costa,2016,Total,150,1130074
Early Syphilis,Contra Costa,2017,Female,10,581487
Early Syphilis,Contra Costa,2017,Male,184,556714
Early Syphilis,Contra Costa,2017,Total,194,1138201
Early Syphilis,Contra Costa,2018,Female,37,585159
Early Syphilis,Contra Costa,2018,Male,236,560717
Early Syphilis,Contra Costa,2018,Total,273,1145876
Early Syphilis,Del Norte,2015,Female,0,12291
Early Syphilis,Del Norte,2015,Male,0,14834
Early Syphilis,Del Norte,2015,Total,0,27125
Early Syphilis,Del Norte,2016,Female,NA,12473
Early Syphilis,Del Norte,2016,Male,NA,14519
Early Syphilis,Del Norte,2016,Total,1,26992
Early Syphilis,Del Norte,2017,Female,NA,12391
Early Syphilis,Del Norte,2017,Male,NA,14420
Early Syphilis,Del Norte,2017,Total,1,26811
Early Syphilis,Del Norte,2018,Female,NA,12608
Early Syphilis,Del Norte,2018,Male,NA,14667
Early Syphilis,Del Norte,2018,Total,6,27275
Early Syphilis,El Dorado,2015,Female,2,91357
Early Syphilis,El Dorado,2015,Male,6,92001
Early Syphilis,El Dorado,2015,Total,8,183358
Early Syphilis,El Dorado,2016,Female,2,91777
Early Syphilis,El Dorado,2016,Male,5,92558
Early Syphilis,El Dorado,2016,Total,7,184335
Early Syphilis,El Dorado,2017,Female,1,92825
Early Syphilis,El Dorado,2017,Male,12,93731
Early Syphilis,El Dorado,2017,Total,13,186556
Early Syphilis,El Dorado,2018,Female,1,94004
Early Syphilis,El Dorado,2018,Male,8,94989
Early Syphilis,El Dorado,2018,Total,9,188993
Early Syphilis,Fresno,2015,Female,163,490514
Early Syphilis,Fresno,2015,Male,211,489702
Early Syphilis,Fresno,2015,Total,374,980216
Early Syphilis,Fresno,2016,Female,272,494729
Early Syphilis,Fresno,2016,Male,367,494256
Early Syphilis,Fresno,2016,Total,639,988985
Early Syphilis,Fresno,2017,Female,206,500034
Early Syphilis,Fresno,2017,Male,329,500109
Early Syphilis,Fresno,2017,Total,535,1000143
Early Syphilis,Fresno,2018,Female,121,505122
Early Syphilis,Fresno,2018,Male,247,505804
Early Syphilis,Fresno,2018,Total,368,1010926
Early Syphilis,Glenn,2015,Female,0,14308
Early Syphilis,Glenn,2015,Male,0,14657
Early Syphilis,Glenn,2015,Total,0,28965
Early Syphilis,Glenn,2016,Female,NA,14362
Early Syphilis,Glenn,2016,Male,NA,14706
Early Syphilis,Glenn,2016,Total,2,29068
Early Syphilis,Glenn,2017,Female,NA,14431
Early Syphilis,Glenn,2017,Male,NA,14774
Early Syphilis,Glenn,2017,Total,3,29205
Early Syphilis,Glenn,2018,Female,NA,14487
Early Syphilis,Glenn,2018,Male,NA,14850
Early Syphilis,Glenn,2018,Total,5,29337
Early Syphilis,Humboldt,2015,Female,1,67323
Early Syphilis,Humboldt,2015,Male,0,67852
Early Syphilis,Humboldt,2015,Total,1,135175
Early Syphilis,Humboldt,2016,Female,1,67755
Early Syphilis,Humboldt,2016,Male,11,68223
Early Syphilis,Humboldt,2016,Total,12,135978
Early Syphilis,Humboldt,2017,Female,5,67679
Early Syphilis,Humboldt,2017,Male,27,68186
Early Syphilis,Humboldt,2017,Total,32,135865
Early Syphilis,Humboldt,2018,Female,7,67565
Early Syphilis,Humboldt,2018,Male,21,68062
Early Syphilis,Humboldt,2018,Total,28,135627
Early Syphilis,Imperial,2015,Female,2,91100
Early Syphilis,Imperial,2015,Male,17,93948
Early Syphilis,Imperial,2015,Total,19,185048
Early Syphilis,Imperial,2016,Female,7,91841
Early Syphilis,Imperial,2016,Male,10,94651
Early Syphilis,Imperial,2016,Total,17,186492
Early Syphilis,Imperial,2017,Female,7,92549
Early Syphilis,Imperial,2017,Male,27,95394
Early Syphilis,Imperial,2017,Total,34,187943
Early Syphilis,Imperial,2018,Female,9,93270
Early Syphilis,Imperial,2018,Male,22,96198
Early Syphilis,Imperial,2018,Total,31,189468
Early Syphilis,Inyo,2015,Female,0,9226
Early Syphilis,Inyo,2015,Male,0,9409
Early Syphilis,Inyo,2015,Total,0,18635
Early Syphilis,Inyo,2016,Female,NA,9225
Early Syphilis,Inyo,2016,Male,NA,9403
Early Syphilis,Inyo,2016,Total,2,18628
Early Syphilis,Inyo,2017,Female,0,9202
Early Syphilis,Inyo,2017,Male,0,9364
Early Syphilis,Inyo,2017,Total,0,18566
Early Syphilis,Inyo,2018,Female,0,9165
Early Syphilis,Inyo,2018,Male,0,9361
Early Syphilis,Inyo,2018,Total,0,18526
Early Syphilis,Kern,2015,Female,83,430266
Early Syphilis,Kern,2015,Male,169,453533
Early Syphilis,Kern,2015,Total,252,883799
Early Syphilis,Kern,2016,Female,148,432856
Early Syphilis,Kern,2016,Male,226,455352
Early Syphilis,Kern,2016,Total,374,888208
Early Syphilis,Kern,2017,Female,147,437639
Early Syphilis,Kern,2017,Male,290,460310
Early Syphilis,Kern,2017,Total,437,897949
Early Syphilis,Kern,2018,Female,177,442149
Early Syphilis,Kern,2018,Male,304,465369
Early Syphilis,Kern,2018,Total,481,907518
Early Syphilis,Kings,2015,Female,13,67827
Early Syphilis,Kings,2015,Male,27,82079
Early Syphilis,Kings,2015,Total,40,149906
Early Syphilis,Kings,2016,Female,5,67801
Early Syphilis,Kings,2016,Male,24,81511
Early Syphilis,Kings,2016,Total,29,149312
Early Syphilis,Kings,2017,Female,28,68546
Early Syphilis,Kings,2017,Male,42,82446
Early Syphilis,Kings,2017,Total,70,150992
Early Syphilis,Kings,2018,Female,33,69664
Early Syphilis,Kings,2018,Male,35,83876
Early Syphilis,Kings,2018,Total,68,153540
Early Syphilis,Lake,2015,Female,0,32411
Early Syphilis,Lake,2015,Male,4,32448
Early Syphilis,Lake,2015,Total,4,64859
Early Syphilis,Lake,2016,Female,0,32311
Early Syphilis,Lake,2016,Male,4,32273
Early Syphilis,Lake,2016,Total,4,64584
Early Syphilis,Lake,2017,Female,1,32535
Early Syphilis,Lake,2017,Male,6,32395
Early Syphilis,Lake,2017,Total,7,64930
Early Syphilis,Lake,2018,Female,6,32690
Early Syphilis,Lake,2018,Male,4,32480
Early Syphilis,Lake,2018,Total,10,65170
Early Syphilis,Lassen,2015,Female,NA,11667
Early Syphilis,Lassen,2015,Male,NA,19320
Early Syphilis,Lassen,2015,Total,1,30987
Early Syphilis,Lassen,2016,Female,0,11532
Early Syphilis,Lassen,2016,Male,0,19062
Early Syphilis,Lassen,2016,Total,0,30594
Early Syphilis,Lassen,2017,Female,NA,11556
Early Syphilis,Lassen,2017,Male,NA,19048
Early Syphilis,Lassen,2017,Total,2,30604
Early Syphilis,Lassen,2018,Female,0,11559
Early Syphilis,Lassen,2018,Male,0,19004
Early Syphilis,Lassen,2018,Total,0,30563
Early Syphilis,Los Angeles,2015,Female,212,5153697
Early Syphilis,Los Angeles,2015,Male,3272,5027369
Early Syphilis,Los Angeles,2015,Total,3484,10181066
Early Syphilis,Los Angeles,2016,Female,265,5169943
Early Syphilis,Los Angeles,2016,Male,3762,5045264
Early Syphilis,Los Angeles,2016,Total,4028,10215207
Early Syphilis,Los Angeles,2017,Female,338,5191338
Early Syphilis,Los Angeles,2017,Male,4442,5070398
Early Syphilis,Los Angeles,2017,Total,4781,10261736
Early Syphilis,Los Angeles,2018,Female,501,5197594
Early Syphilis,Los Angeles,2018,Male,5126,5081242
Early Syphilis,Los Angeles,2018,Total,5627,10278836
Early Syphilis,Madera,2015,Female,10,79903
Early Syphilis,Madera,2015,Male,16,74801
Early Syphilis,Madera,2015,Total,26,154704
Early Syphilis,Madera,2016,Female,19,80181
Early Syphilis,Madera,2016,Male,24,75203
Early Syphilis,Madera,2016,Total,43,155384
Early Syphilis,Madera,2017,Female,23,80884
Early Syphilis,Madera,2017,Male,27,76031
Early Syphilis,Madera,2017,Total,50,156915
Early Syphilis,Madera,2018,Female,26,81519
Early Syphilis,Madera,2018,Male,37,76740
Early Syphilis,Madera,2018,Total,63,158259
Early Syphilis,Marin,2015,Female,1,132819
Early Syphilis,Marin,2015,Male,25,128822
Early Syphilis,Marin,2015,Total,26,261641
Early Syphilis,Marin,2016,Female,3,132998
Early Syphilis,Marin,2016,Male,31,129497
Early Syphilis,Marin,2016,Total,34,262495
Early Syphilis,Marin,2017,Female,1,132721
Early Syphilis,Marin,2017,Male,37,129371
Early Syphilis,Marin,2017,Total,38,262092
Early Syphilis,Marin,2018,Female,1,132644
Early Syphilis,Marin,2018,Male,26,129580
Early Syphilis,Marin,2018,Total,27,262224
Early Syphilis,Mariposa,2015,Female,NA,8937
Early Syphilis,Mariposa,2015,Male,NA,9149
Early Syphilis,Mariposa,2015,Total,2,18086
Early Syphilis,Mariposa,2016,Female,NA,8944
Early Syphilis,Mariposa,2016,Male,NA,9122
Early Syphilis,Mariposa,2016,Total,2,18066
Early Syphilis,Mariposa,2017,Female,NA,8934
Early Syphilis,Mariposa,2017,Male,NA,9058
Early Syphilis,Mariposa,2017,Total,2,17992
Early Syphilis,Mariposa,2018,Female,NA,8909
Early Syphilis,Mariposa,2018,Male,NA,9009
Early Syphilis,Mariposa,2018,Total,1,17918
Early Syphilis,Mendocino,2015,Female,1,44038
Early Syphilis,Mendocino,2015,Male,7,44277
Early Syphilis,Mendocino,2015,Total,8,88315
Early Syphilis,Mendocino,2016,Female,0,44280
Early Syphilis,Mendocino,2016,Male,3,44486
Early Syphilis,Mendocino,2016,Total,3,88766
Early Syphilis,Mendocino,2017,Female,0,44449
Early Syphilis,Mendocino,2017,Male,6,44622
Early Syphilis,Mendocino,2017,Total,6,89071
Early Syphilis,Mendocino,2018,Female,6,44413
Early Syphilis,Mendocino,2018,Male,8,44614
Early Syphilis,Mendocino,2018,Total,14,89027
Early Syphilis,Merced,2015,Female,6,133757
Early Syphilis,Merced,2015,Male,20,136160
Early Syphilis,Merced,2015,Total,26,269917
Early Syphilis,Merced,2016,Female,3,134997
Early Syphilis,Merced,2016,Male,17,137271
Early Syphilis,Merced,2016,Total,20,272268
Early Syphilis,Merced,2017,Female,23,137083
Early Syphilis,Merced,2017,Male,45,139528
Early Syphilis,Merced,2017,Total,68,276611
Early Syphilis,Merced,2018,Female,35,139076
Early Syphilis,Merced,2018,Male,76,141696
Early Syphilis,Merced,2018,Total,111,280772
Early Syphilis,Modoc,2015,Female,0,4786
Early Syphilis,Modoc,2015,Male,0,4756
Early Syphilis,Modoc,2015,Total,0,9542
Early Syphilis,Modoc,2016,Female,0,4768
Early Syphilis,Modoc,2016,Male,0,4734
Early Syphilis,Modoc,2016,Total,0,9502
Early Syphilis,Modoc,2017,Female,0,4766
Early Syphilis,Modoc,2017,Male,0,4722
Early Syphilis,Modoc,2017,Total,0,9488
Early Syphilis,Modoc,2018,Female,0,4780
Early Syphilis,Modoc,2018,Male,0,4725
Early Syphilis,Modoc,2018,Total,0,9505
Early Syphilis,Mono,2015,Female,NA,6533
Early Syphilis,Mono,2015,Male,NA,7355
Early Syphilis,Mono,2015,Total,2,13888
Early Syphilis,Mono,2016,Female,NA,6500
Early Syphilis,Mono,2016,Male,NA,7305
Early Syphilis,Mono,2016,Total,2,13805
Early Syphilis,Mono,2017,Female,0,6518
Early Syphilis,Mono,2017,Male,0,7328
Early Syphilis,Mono,2017,Total,0,13846
Early Syphilis,Mono,2018,Female,NA,6547
Early Syphilis,Mono,2018,Male,NA,7340
Early Syphilis,Mono,2018,Total,1,13887
Early Syphilis,Monterey,2015,Female,3,211863
Early Syphilis,Monterey,2015,Male,53,223480
Early Syphilis,Monterey,2015,Total,56,435343
Early Syphilis,Monterey,2016,Female,4,213886
Early Syphilis,Monterey,2016,Male,41,225853
Early Syphilis,Monterey,2016,Total,45,439739
Early Syphilis,Monterey,2017,Female,3,215038
Early Syphilis,Monterey,2017,Male,68,227158
Early Syphilis,Monterey,2017,Total,71,442196
Early Syphilis,Monterey,2018,Female,13,215824
Early Syphilis,Monterey,2018,Male,57,227995
Early Syphilis,Monterey,2018,Total,70,443819
Early Syphilis,Napa,2015,Female,0,70808
Early Syphilis,Napa,2015,Male,11,70435
Early Syphilis,Napa,2015,Total,11,141243
Early Syphilis,Napa,2016,Female,3,70894
Early Syphilis,Napa,2016,Male,22,70630
Early Syphilis,Napa,2016,Total,25,141524
Early Syphilis,Napa,2017,Female,0,70673
Early Syphilis,Napa,2017,Male,11,70532
Early Syphilis,Napa,2017,Total,11,141205
Early Syphilis,Napa,2018,Female,4,70328
Early Syphilis,Napa,2018,Male,27,70163
Early Syphilis,Napa,2018,Total,31,140491
Early Syphilis,Nevada,2015,Female,0,49621
Early Syphilis,Nevada,2015,Male,3,48590
Early Syphilis,Nevada,2015,Total,3,98211
Early Syphilis,Nevada,2016,Female,1,49662
Early Syphilis,Nevada,2016,Male,7,48686
Early Syphilis,Nevada,2016,Total,8,98348
Early Syphilis,Nevada,2017,Female,2,49777
Early Syphilis,Nevada,2017,Male,5,48777
Early Syphilis,Nevada,2017,Total,7,98554
Early Syphilis,Nevada,2018,Female,5,49835
Early Syphilis,Nevada,2018,Male,5,48884
Early Syphilis,Nevada,2018,Total,10,98719
Early Syphilis,Orange,2015,Female,31,1595120
Early Syphilis,Orange,2015,Male,426,1569110
Early Syphilis,Orange,2015,Total,457,3164230
Early Syphilis,Orange,2016,Female,28,1603499
Early Syphilis,Orange,2016,Male,527,1578155
Early Syphilis,Orange,2016,Total,555,3181654
Early Syphilis,Orange,2017,Female,33,1614708
Early Syphilis,Orange,2017,Male,655,1591147
Early Syphilis,Orange,2017,Total,688,3205855
Early Syphilis,Orange,2018,Female,62,1619377
Early Syphilis,Orange,2018,Male,710,1597440
Early Syphilis,Orange,2018,Total,772,3216817
Early Syphilis,Placer,2015,Female,1,189327
Early Syphilis,Placer,2015,Male,22,182221
Early Syphilis,Placer,2015,Total,23,371548
Early Syphilis,Placer,2016,Female,1,191794
Early Syphilis,Placer,2016,Male,27,184795
Early Syphilis,Placer,2016,Total,28,376589
Early Syphilis,Placer,2017,Female,4,194890
Early Syphilis,Placer,2017,Male,30,188087
Early Syphilis,Placer,2017,Total,34,382977
Early Syphilis,Placer,2018,Female,3,197781
Early Syphilis,Placer,2018,Male,25,191266
Early Syphilis,Placer,2018,Total,29,389047
Early Syphilis,Plumas,2015,Female,0,9831
Early Syphilis,Plumas,2015,Male,0,9801
Early Syphilis,Plumas,2015,Total,0,19632
Early Syphilis,Plumas,2016,Female,0,9815
Early Syphilis,Plumas,2016,Male,0,9775
Early Syphilis,Plumas,2016,Total,0,19590
Early Syphilis,Plumas,2017,Female,0,9785
Early Syphilis,Plumas,2017,Male,0,9765
Early Syphilis,Plumas,2017,Total,0,19550
Early Syphilis,Plumas,2018,Female,NA,9771
Early Syphilis,Plumas,2018,Male,NA,9746
Early Syphilis,Plumas,2018,Total,1,19517
Early Syphilis,Riverside,2015,Female,13,1173164
Early Syphilis,Riverside,2015,Male,400,1160995
Early Syphilis,Riverside,2015,Total,413,2334159
Early Syphilis,Riverside,2016,Female,26,1187187
Early Syphilis,Riverside,2016,Male,482,1175084
Early Syphilis,Riverside,2016,Total,508,2362271
Early Syphilis,Riverside,2017,Female,45,1202109
Early Syphilis,Riverside,2017,Male,505,1190402
Early Syphilis,Riverside,2017,Total,550,2392511
Early Syphilis,Riverside,2018,Female,84,1215557
Early Syphilis,Riverside,2018,Male,571,1204340
Early Syphilis,Riverside,2018,Total,655,2419897
Early Syphilis,Sacramento,2015,Female,40,758822
Early Syphilis,Sacramento,2015,Male,297,731203
Early Syphilis,Sacramento,2015,Total,337,1490025
Early Syphilis,Sacramento,2016,Female,46,766124
Early Syphilis,Sacramento,2016,Male,295,739070
Early Syphilis,Sacramento,2016,Total,341,1505194
Early Syphilis,Sacramento,2017,Female,70,773158
Early Syphilis,Sacramento,2017,Male,386,747527
Early Syphilis,Sacramento,2017,Total,456,1520685
Early Syphilis,Sacramento,2018,Female,164,779809
Early Syphilis,Sacramento,2018,Male,469,755084
Early Syphilis,Sacramento,2018,Total,633,1534893
Early Syphilis,San Benito,2015,Female,0,29382
Early Syphilis,San Benito,2015,Male,7,29291
Early Syphilis,San Benito,2015,Total,7,58673
Early Syphilis,San Benito,2016,Female,1,29824
Early Syphilis,San Benito,2016,Male,4,29726
Early Syphilis,San Benito,2016,Total,5,59550
Early Syphilis,San Benito,2017,Female,1,30223
Early Syphilis,San Benito,2017,Male,4,30068
Early Syphilis,San Benito,2017,Total,5,60291
Early Syphilis,San Benito,2018,Female,0,30694
Early Syphilis,San Benito,2018,Male,6,30566
Early Syphilis,San Benito,2018,Total,6,61260
Early Syphilis,San Bernardino,2015,Female,28,1071599
Early Syphilis,San Bernardino,2015,Male,214,1058476
Early Syphilis,San Bernardino,2015,Total,242,2130075
Early Syphilis,San Bernardino,2016,Female,56,1079142
Early Syphilis,San Bernardino,2016,Male,261,1065725
Early Syphilis,San Bernardino,2016,Total,317,2144867
Early Syphilis,San Bernardino,2017,Female,96,1088247
Early Syphilis,San Bernardino,2017,Male,381,1075314
Early Syphilis,San Bernardino,2017,Total,477,2163561
Early Syphilis,San Bernardino,2018,Female,140,1095268
Early Syphilis,San Bernardino,2018,Male,431,1083224
Early Syphilis,San Bernardino,2018,Total,571,2178492
Early Syphilis,San Diego,2015,Female,31,1629486
Early Syphilis,San Diego,2015,Male,811,1646411
Early Syphilis,San Diego,2015,Total,842,3275897
Early Syphilis,San Diego,2016,Female,41,1640100
Early Syphilis,San Diego,2016,Male,951,1657102
Early Syphilis,San Diego,2016,Total,992,3297202
Early Syphilis,San Diego,2017,Female,47,1650959
Early Syphilis,San Diego,2017,Male,1092,1669428
